chr	coordinate	ORF
chrXVI	228860	YPL169C
chrXVI	228974	YPL170W
chrXVI	232492	YPL167C
chrXVI	232565	YPL168W
chrXVI	239082	YPL164C
chrXVI	241763	YPL163C
chrXVI	244206	YPL161C
chrXVI	250433	YPL160W
chrXVI	250715	YPL159C
chrXVI	251979	YPL158C
chrXVI	255745	YPL156C
chrXVI	255877	YPL157W
chrXVI	259622	YPL154C
chrXVI	261541	YPL153C
chrXVI	266099	YPL151C
chrXVI	266198	YPL152W
chrXVI	271072	YPL150W
chrXVI	272204	YPL149W
chrXVI	275973	YPL147W
chrXVI	276019	YPL146C
chrXVI	281062	YPL144W
chrXVI	283019	YPL143W
chrXVI	283232	YPL141C
chrXVI	287331	YPL140C
chrXVI	289578	YPL139C
chrXVI	291244	YPL138C
chrXVI	292651	YPL137C
chrXVI	298401	YPL135W
chrXVI	298473	YPL134C
chrXVI	299842	YPL133C
chrXVI	302726	YPL132W
chrXVI	304113	YPL131W
chrXVI	305311	YPL130W
chrXVI	306207	YPL129W
chrXVI	306255	YPL128C
chrXVI	308688	YPL127C
chrXVI	313010	YPL126W
chrXVI	316558	YPL125W
chrXVI	317500	YPL123C
chrXVI	317584	YPL124W
chrXVI	319127	YPL122C
chrXVI	323990	YPL119C-A
chrXVI	324083	YPL120W
chrXVI	324330	YPL119C
chrXVI	327682	YPL117C
chrXVI	327767	YPL118W
chrXVI	331835	YPL116W
chrXVI	331836	YPL115C
chrXVI	335859	YPL113C
chrXVI	337370	YPL112C
chrXVI	340989	YPL110C
chrXVI	341022	YPL111W
chrXVI	345255	YPL109C
chrXVI	349061	YPL108W
chrXVI	349965	YPL107W
chrXVI	350053	YPL106C
chrXVI	352750	YPL105C
chrXVI	357666	YPL103C
chrXVI	357925	YPL104W
chrXVI	361707	YPL101W
chrXVI	363182	YPL099C
chrXVI	363408	YPL100W
chrXVI	364236	YPL098C
chrXVI	366413	YPL096C-A
chrXVI	366522	YPL097W
chrXVI	368017	YPL095C
chrXVI	368080	YPL096W
chrXVI	369776	YPL094C
chrXVI	373158	YPL093W
chrXVI	375268	YPL092W
chrXVI	377063	YPL091W
chrXVI	377128	YPL090C
chrXVI	378992	YPL089C
chrXVI	383077	YPL088W
chrXVI	384514	YPL087W
chrXVI	384654	YPL086C
chrXVI	393747	YPL085W
chrXVI	396562	YPL083C
chrXVI	396722	YPL084W
chrXVI	398347	YPL082C
chrXVI	406216	YPL081W
chrXVI	407644	YPL079W
chrXVI	407752	YPL078C
chrXVI	409018	YPL077C
chrXVI	411456	YPL076W
chrXVI	415580	YPL075W
chrXVI	418165	YPL074W
chrXVI	419960	YPL071C
chrXVI	420059	YPL072W
chrXVI	422699	YPL069C
chrXVI	422989	YPL070W
chrXVI	424150	YPL068C
chrXVI	425163	YPL067C
chrXVI	427766	YPL066W
chrXVI	428654	YPL064C
chrXVI	428712	YPL065W
chrXVI	431440	YPL063W
chrXVI	434212	YPL061W
chrXVI	435824	YPL060W
chrXVI	445203	YPL059W
chrXVI	445612	YPL058C
chrXVI	453113	YPL056C
chrXVI	453915	YPL055C
chrXVI	456769	YPL054W
chrXVI	457014	YPL053C
chrXVI	459875	YPL052W
chrXVI	460620	YPL050C
chrXVI	460739	YPL051W
chrXVI	462308	YPL049C
chrXVI	465768	YPL048W
chrXVI	466530	YPL046C
chrXVI	466619	YPL047W
chrXVI	469873	YPL045W
chrXVI	472109	YPL043W
chrXVI	472932	YPL042C
chrXVI	474976	YPL041C
chrXVI	475920	YPL040C
chrXVI	480312	YPL039W
chrXVI	481180	YPL038W
chrXVI	481376	YPL037C
chrXVI	487342	YPL034W
chrXVI	488528	YPL032C
chrXVI	491936	YPL031C
chrXVI	495353	YPL030W
chrXVI	497776	YPL029W
chrXVI	499392	YPL028W
chrXVI	500421	YPL026C
chrXVI	504141	YPL023C
chrXVI	504403	YPL024W
chrXVI	510210	YPL022W
chrXVI	512223	YPL020C
chrXVI	514431	YPL019C
chrXVI	525066	YPL016W
chrXVI	525487	YPL015C
chrXVI	528811	YPL013C
chrXVI	528948	YPL014W
chrXVI	533528	YPL011C
chrXVI	533536	YPL012W
chrXVI	535551	YPL009C
chrXVI	535796	YPL010W
chrXVI	541984	YPL007C
chrXVI	542077	YPL008W
chrXVI	548197	YPL006W
chrXVI	550420	YPL005W
chrXVI	550438	YPL004C
chrXVI	553328	YPL002C
chrXVI	553420	YPL003W
chrXVI	555783	YPL001W
chrXVI	557986	YPR001W
chrXVI	560126	YPR002W
chrXVI	561324	YPR003C
chrXVI	563966	YPR004C
chrXVI	565441	YPR005C
chrXVI	567196	YPR006C
chrXVI	569116	YPR007C
chrXVI	575213	YPR008W
chrXVI	577419	YPR010C
chrXVI	577426	YPR009W
chrXVI	582224	YPR010C-A
chrXVI	582757	YPR011C
chrXVI	584527	YPR013C
chrXVI	590135	YPR015C
chrXVI	592127	YPR016C
chrXVI	593324	YPR017C
chrXVI	596431	YPR018W
chrXVI	599732	YPR019W
chrXVI	600321	YPR020W
chrXVI	600579	YPR021C
chrXVI	603747	YPR022C
chrXVI	608739	YPR023C
chrXVI	612804	YPR024W
chrXVI	613248	YPR025C
chrXVI	619114	YPR026W
chrXVI	624268	YPR029C
chrXVI	624341	YPR028W
chrXVI	631343	YPR030W
chrXVI	633888	YPR031W
chrXVI	637306	YPR033C
chrXVI	637327	YPR032W
chrXVI	641207	YPR034W
chrXVI	643538	YPR035W
chrXVI	645362	YPR036W
chrXVI	646369	YPR037C
chrXVI	646421	YPR036W-A
chrXVI	648460	YPR040W
chrXVI	650075	YPR041W
chrXVI	650098	YPR042C
chrXVI	654920	YPR043W
chrXVI	655029	YPR045C
chrXVI	657399	YPR046W
chrXVI	659042	YPR047W
chrXVI	661052	YPR049C
chrXVI	661128	YPR048W
chrXVI	665508	YPR052C
chrXVI	665598	YPR051W
chrXVI	667507	YPR054W
chrXVI	670939	YPR055W
chrXVI	672342	YPR056W
chrXVI	673552	YPR057W
chrXVI	674729	YPR060C
chrXVI	674757	YPR058W
chrXVI	675897	YPR061C
chrXVI	677603	YPR063C
chrXVI	677756	YPR062W
chrXVI	681155	YPR065W
chrXVI	682900	YPR068C
chrXVI	682951	YPR067W
chrXVI	684498	YPR069C
chrXVI	687943	YPR070W
chrXVI	691694	YPR073C
chrXVI	691897	YPR072W
chrXVI	692672	YPR074C
chrXVI	695617	YPR075C
chrXVI	700117	YPR079W
chrXVI	702091	YPR080W
chrXVI	702112	YPR081C
chrXVI	704146	YPR082C
chrXVI	706717	YPR083W
chrXVI	708384	YPR085C
chrXVI	708509	YPR084W
chrXVI	711299	YPR086W
chrXVI	711329	YPR088C
chrXVI	715945	YPR091C
chrXVI	716019	YPR089W
chrXVI	719291	YPR093C
chrXVI	720940	YPR095C
chrXVI	721023	YPR094W
chrXVI	728717	YPR098C
chrXVI	728741	YPR097W
chrXVI	730299	YPR100W
chrXVI	731138	YPR102C
chrXVI	731233	YPR101W
chrXVI	733270	YPR103W
chrXVI	733317	YPR104C
chrXVI	736913	YPR105C
chrXVI	741278	YPR107C
chrXVI	741485	YPR106W
chrXVI	743929	YPR108W
chrXVI	744444	YPR108W-A
chrXVI	745615	YPR110C
chrXVI	745666	YPR109W
chrXVI	749162	YPR112C
chrXVI	749259	YPR111W
chrXVI	753021	YPR113W
chrXVI	754347	YPR114W
chrXVI	758392	YPR115W
chrXVI	767586	YPR117W
chrXVI	769052	YPR118W
chrXVI	773402	YPR119W
chrXVI	773837	YPR120C
chrXVI	780381	YPR121W
chrXVI	785820	YPR122W
chrXVI	787658	YPR124W
chrXVI	789508	YPR125W
chrXVI	791125	YPR128C
chrXVI	791203	YPR127W
chrXVI	793728	YPR131C
chrXVI	793806	YPR129W
chrXVI	795870	YPR132W
chrXVI	795902	YPR133C
chrXVI	797877	YPR133W-A
chrXVI	798977	YPR134W
chrXVI	802058	YPR135W
chrXVI	804226	YPR137W
chrXVI	810843	YPR138C
chrXVI	813055	YPR139C
chrXVI	815564	YPR141C
chrXVI	815621	YPR140W
chrXVI	819204	YPR143W
chrXVI	819695	YPR144C
chrXVI	824355	YPR145C-A
chrXVI	824458	YPR145W
chrXVI	825437	YPR147C
chrXVI	826714	YPR148C
chrXVI	830781	YPR149W
chrXVI	831835	YPR152C
chrXVI	835341	YPR154W
chrXVI	835438	YPR155C
chrXVI	837692	YPR156C
chrXVI	842754	YPR157W
chrXVI	844152	YPR158W
chrXVI	860029	YPR159W
chrXVI	864357	YPR161C
chrXVI	866662	YPR162C
chrXVI	868490	YPR163C
chrXVI	875254	YPR164W
chrXVI	876174	YPR166C
chrXVI	876197	YPR165W
chrXVI	876791	YPR167C
chrXVI	878701	YPR168W
chrXVI	880205	YPR169W
chrXVI	883791	YPR170W-B
chrXVI	885672	YPR171W
chrXVI	886466	YPR172W
chrXVI	886471	YPR173C
chrXVI	887949	YPR174C
chrXVI	890947	YPR176C
chrXVI	891122	YPR175W
chrXVI	893736	YPR179C
chrXVI	893775	YPR178W
chrXVI	897074	YPR180W
chrXVI	897146	YPR181C
chrXVI	900531	YPR182W
chrXVI	901645	YPR183W
chrXVI	906809	YPR184W
chrXVI	909602	YPR186C
chrXVI	909741	YPR185W
chrXVI	911924	YPR187W
chrXVI	911939	YPR188C
chrXVI	917000	YPR190C
chrXVI	917051	YPR189W
chrXVI	920715	YPR191W
chrXVI	922852	YPR193C
chrXVI	922910	YPR192W
chrXVI	932959	YPR196W
chrXVI	935758	YPR198W
chrXVI	937969	YPR199C
chrXVI	939194	YPR200C
chrXVI	947718	YPR204W
